KATEGORI,NAMA INSTANSI,PROVINSI,KABUPATEN,KECAMATAN,TOTAL BELANJA,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,VISIT/CANVAS,KETERANGAN,ALAMAT,HUT
SD NEGERI,SD NEGERI 1 BANA,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 COKRO,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 DALANGAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 DALEMAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 GEDONGJETIS,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 KIRINGAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 MAJEGAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 MALANGAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 MUNDU,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 POMAH,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 PUCANG,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 SEDAYU,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,12/06/2023,,,
SD NEGERI,SD NEGERI 1 SOROGATEN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 SUDI MORO,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 TULUNG,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 BEJI,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 DALANGAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 DALEMAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 GEDONG JETIS,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 KEMIRI,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 KIRINGAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 MAJEGAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 POMAH,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 PUCANG,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 SEDAYU,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,12/06/2023,,,
SD NEGERI,SD NEGERI 2 SOROGATEN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 TULUNG,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 MAJEGAN,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI WUNUT,JAWA TENGAH,KLATEN,TULUNG,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 BRANGKAL,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 CANAN,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 DENGKENG,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 KADIBOLO,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 KADILANGGON,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 KALIGAYAM,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 KALITENGAH,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 PASUNG,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 PESU,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 SEMBUNG,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 SUKOREJO,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 TANJUNGAN,JAWA TENGAH,KLATEN,WEDI,2.180.000,0,0,0,0,0,0,0,0,2.180.000,0,,,,
SD NEGERI,SD NEGERI 1 TROTOK,JAWA TENGAH,KLATEN,WEDI,1.890.000,0,1.890.000,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 BIRIT,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 BRANGKAL,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 CANAN,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 MELIKAN,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 SUKOREJO,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 KALIGAYAM,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI GADUNGAN,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI JIWO,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KARANG WEDI,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI PACING,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI PANDES,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 BENTANGAN,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 BOLALI,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 DUWET,JAWA TENGAH,KLATEN,WONOSARI,50.350.000,0,7.505.000,0,4.000.000,10.600.000,9.130.000,17.265.000,1.850.000,0,0,,,,
SD NEGERI,SD NEGERI 1 GUNTING,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 JELOBO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 KINGKANG,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 LUMBUNGKEREP,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 NGREDEN,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 SIDOWARNO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 TEGALGONDO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 TELOYO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 1 WADUNGGETAS,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 BENER,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 BENTANGAN,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 BULAN,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 GUNTING,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 LUMBUNGKEREP,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 SIDOWARNO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 TELOYO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 2 WADUNGGETAS,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 BENTANGAN,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 BOTO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 DUWET,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 GUNTING,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 JELOBO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 KINGKANG,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 NGREDEN,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 SIDOWARNO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 TEGALGONDO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 3 WADUNGGETAS,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI 4 JELOBO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI PANDANAN,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI SEKARAN,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI SUKOREJO,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,04/04/2023,,,
SD NEGERI,SD NEGERI JURANGOMBO 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI JURANGOMBO 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI JURANGOMBO 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI JURANGOMBO 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,17.250.000,17.250.000,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI MAGERSARI 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI MAGERSARI 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,7.000.000,0,0,0,0,0,0,7.000.000,0,0,0,,,,
SD NEGERI,SD NEGERI MAGERSARI 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN SELATAN 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN SELATAN 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,10.000.000,0,0,0,0,0,0,0,0,10.000.000,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN SELATAN 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN SELATAN 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN SELATAN 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI TIDAR 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI TIDAR 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI TIDAR 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI TIDAR 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI TIDAR 6,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI TIDAR 7,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI CACABAN 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI CACABAN 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,14.890.000,0,0,0,0,0,0,14.890.000,0,0,0,,,,
SD NEGERI,SD NEGERI CACABAN 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI CACABAN 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI CACABAN 6,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI GELANGAN 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI GELANGAN 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,12.160.000,12.160.000,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI GELANGAN 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI GELANGAN 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI GELANGAN 6,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KEMIRIREJO 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KEMIRIREJO 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,1.500.000,0,0,0,0,0,1.500.000,0,0,0,0,,,,
SD NEGERI,SD NEGERI MAGELANG 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI MAGELANG 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI MAGELANG 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI MAGELANG 6,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI MAGELANG 7,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN UTARA 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN UTARA 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN UTARA 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN UTARA 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN UTARA 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI REJOWINANGUN UTARA 6,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,3.000.000,0,0,0,0,0,0,0,0,0,3.000.000,,,,
SD NEGERI,SD NEGERI KEDUNGSARI 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KEDUNGSARI 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KEDUNGSARI 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KEDUNGSARI 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KEDUNGSARI 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,309.181.800,1.755.000,13.370.000,24.625.000,32.225.000,45.915.000,126.092.800,30.000.000,0,23.749.000,11.450.000,,,,
SD NEGERI,SD NEGERI KRAMAT 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KRAMAT 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KRAMAT 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KRAMAT 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI KRAMAT 5,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,38.202.000,0,0,0,0,0,38.202.000,0,0,0,0,,,,
SD NEGERI,SD NEGERI POTROBANGSAN 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI POTROBANGSAN 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI POTROBANGSAN 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI POTROBANGSAN 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI WATES 1,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI WATES 2,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI WATES 3,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI WATES 4,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI LEMPUYANGAN 1,DI YOGYAKARTA,KOTA YOGYAKARTA,DANUREJAN,0,0,0,0,0,0,0,0,0,0,0,07/01/2022,,,
SD NEGERI,SD NEGERI LEMPUYANGWANGI,DI YOGYAKARTA,KOTA YOGYAKARTA,DANUREJAN,7.000.000,0,0,0,0,0,0,0,0,0,7.000.000,07/01/2022,,,
SD NEGERI,SD NEGERI TEGALPANGGUNG,DI YOGYAKARTA,KOTA YOGYAKARTA,DANUREJAN,0,0,0,0,0,0,0,0,0,0,0,07/01/2022,,,
SD NEGERI,SD NEGERI WIDORO,DI YOGYAKARTA,KOTA YOGYAKARTA,DANUREJAN,16.210.000,0,0,0,0,0,0,2.000.000,7.000.000,0,7.210.000,07/02/2023,,,
SD NEGERI,SD NEGERI GEDONGTENGEN,DI YOGYAKARTA,KOTA YOGYAKARTA,GEDONGTENGEN,2.490.000,0,0,0,2.490.000,0,0,0,0,0,0,26/01/2023,,,
SD NEGERI,SD NEGERI SOSROWIJAYAN,DI YOGYAKARTA,KOTA YOGYAKARTA,GEDONGTENGEN,0,0,0,0,0,0,0,0,0,0,0,26/01/2023,,,
SD NEGERI,SD NEGERI BACIRO,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,775.000,0,775.000,0,0,0,0,0,0,0,0,20/01/2022,,,
SD NEGERI,SD NEGERI BHAYANGKARA,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,0,0,0,0,0,0,0,0,0,0,0,07/02/2023,,,
SD NEGERI,SD NEGERI DEMANGAN,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,0,0,0,0,0,0,0,0,0,0,0,20/01/2022,,,
SD NEGERI,SD NEGERI KLITREN,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,0,0,0,0,0,0,0,0,0,0,0,07/02/2023,,,
SD NEGERI,SD NEGERI SAGAN,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI SERAYU,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,12.229.544,0,0,1.765.000,5.664.544,4.800.000,0,0,0,0,0,30/10/2024,CANVAS,,
SD NEGERI,SD NEGERI TERBANSARI I,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI UNGARAN I,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI NGUPASAN YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOMANAN,0,0,0,0,0,0,0,0,0,0,0,17/02/2023,,,
SD NEGERI,SD NEGERI SAYIDAN,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOMANAN,0,0,0,0,0,0,0,0,0,0,0,17/02/2023,,,
SD NEGERI,SD NEGERI BADRAN,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,0,0,0,0,0,0,0,0,0,0,0,09/02/2023,,,
SD NEGERI,SD NEGERI BUMIJO,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,11.235.000,0,7.960.000,3.275.000,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI COKROKUSUMAN,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,735.000,0,0,0,735.000,0,0,0,0,0,0,11/02/2022,,,
SD NEGERI,SD NEGERI GONDOLAYU,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,0,0,0,0,0,0,0,0,0,0,0,11/02/2022,,,
SD NEGERI,SD NEGERI JETIS 1,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,0,0,0,0,0,0,0,0,0,0,0,09/02/2023,,,
SD NEGERI,SD NEGERI JETIS 2,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,0,0,0,0,0,0,0,0,0,0,0,09/02/2023,,,
SD NEGERI,SD NEGERI JETISHARJO,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,0,0,0,0,0,0,0,0,0,0,0,09/02/2023,,,
SD NEGERI,SD NEGERI KYAI MOJO,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,0,0,0,0,0,0,0,0,0,0,0,,,,
SD NEGERI,SD NEGERI VIDYA QASANA,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,0,0,0,0,0,0,0,0,0,0,0,09/02/2023,,,
SD NEGERI,SD NEGERI BALUWARTI,DI YOGYAKARTA,KOTA YOGYAKARTA,KOTAGEDE,0,0,0,0,0,0,0,0,0,0,0,09/02/2022,,,
