KATEGORI,NAMA INSTANSI,PROVINSI,KABUPATEN,KECAMATAN,TOTAL BELANJA,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,VISIT/CANVAS,KETERANGAN,ALAMAT,HUT
SMK SWASTA,SMK PELITA BUANA SEWON,DI YOGYAKARTA,BANTUL,SEWON,0,0,0,0,0,0,0,0,0,0,0,11/09/2023,,,
SMK SWASTA,SMK SMART AL MUHSIN,DI YOGYAKARTA,BANTUL,SEWON,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK AR-RAHMAH,DI YOGYAKARTA,BANTUL,SRANDAKAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BINAWIYATA SRANDAKAN,DI YOGYAKARTA,BANTUL,SRANDAKAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KESEHATAN NUZULA HUSADA,DI YOGYAKARTA,BANTUL,SRANDAKAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK 45 WONOSARI,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,23.930.000,0,23.930.000,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK AL HIKMAH GUBUKRUBUH,DI YOGYAKARTA,GUNUNGKIDUL,PLAYEN,0,0,0,0,0,0,0,0,0,0,0,06/06/2024,,,
SMK SWASTA,SMK AL HIKMAH KARANGMOJO,DI YOGYAKARTA,GUNUNGKIDUL,KARANGMOJO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BHINA KARYA RONGKOP,DI YOGYAKARTA,GUNUNGKIDUL,RONGKOP,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK DARUL QURAN WONOSARI,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK DOMINIKUS WONOSARI,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK GIRI HANDAYANI,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,43.205.000,0,0,43.205.000,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK GOTONG ROYONG SEMIN,DI YOGYAKARTA,GUNUNGKIDUL,SEMIN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK INSAN MULIA I GUNUNGKIDUL,DI YOGYAKARTA,GUNUNGKIDUL,PLAYEN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KESEHATAN WONOSARI,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,36.550.000,33.680.000,2.870.000,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF NGAWEN,DI YOGYAKARTA,GUNUNGKIDUL,NGAWEN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF PLAYEN,DI YOGYAKARTA,GUNUNGKIDUL,PLAYEN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF PONJONG,DI YOGYAKARTA,GUNUNGKIDUL,PONJONG,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF SEMANU,DI YOGYAKARTA,GUNUNGKIDUL,SEMANU,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF WONOSARI,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MAHISA AGNI GUNUNGKIDUL,DI YOGYAKARTA,GUNUNGKIDUL,PLAYEN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MARDHOTULLAH Playen,DI YOGYAKARTA,GUNUNGKIDUL,PLAYEN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 PATUK,DI YOGYAKARTA,GUNUNGKIDUL,PATUK,8.000.400,0,0,0,0,0,0,0,0,8.000.400,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 PLAYEN,DI YOGYAKARTA,GUNUNGKIDUL,PLAYEN,498.176.152,39.180.000,55.165.000,2.470.000,2.220.000,0,38.918.402,16.242.750,71.040.000,156.950.000,115.990.000,02/04/2024,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 PONJONG,DI YOGYAKARTA,GUNUNGKIDUL,PONJONG,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 2 PLAYEN,DI YOGYAKARTA,GUNUNGKIDUL,PLAYEN,176.054.760,0,0,0,22.710.000,10.560.000,16.020.000,69.361.410,57.403.350,0,0,02/04/2024,,,
SMK SWASTA,SMK MUHAMMADIYAH 2 PONJONG,DI YOGYAKARTA,GUNUNGKIDUL,PONJONG,7.348.000,0,0,0,3.448.000,3.400.000,500.000,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH KARANGMOJO,DI YOGYAKARTA,GUNUNGKIDUL,KARANGMOJO,4.120.000,0,0,0,4.120.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH NGAWEN,DI YOGYAKARTA,GUNUNGKIDUL,NGAWEN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH PONJONG,DI YOGYAKARTA,GUNUNGKIDUL,PONJONG,17.862.873,0,0,0,0,8.398.000,0,7.324.873,2.140.000,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH RONGKOP,DI YOGYAKARTA,GUNUNGKIDUL,RONGKOP,960.000,0,610.000,0,350.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH SEMIN,DI YOGYAKARTA,GUNUNGKIDUL,SEMIN,15.165.000,0,0,0,11.665.000,3.500.000,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH TEPUS,DI YOGYAKARTA,GUNUNGKIDUL,TEPUS,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH WONOSARI,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,17/01/2023,,,
SMK SWASTA,SMK PEMBANGUNAN KARANGMOJO,DI YOGYAKARTA,GUNUNGKIDUL,KARANGMOJO,163.791.269,29.190.000,112.375.000,7.225.000,0,5.000.000,0,10.001.269,0,0,0,,,,
SMK SWASTA,SMK SANJAYA GUNUNGKIDUL,DI YOGYAKARTA,GUNUNGKIDUL,NGAWEN,105.431.001,0,0,0,0,0,0,42.928.001,10.950.000,17.813.000,33.740.000,06/06/2024,,,
SMK SWASTA,SMK TAMAN KARYA MADYA TEHNIK,DI YOGYAKARTA,GUNUNGKIDUL,GIRISUBO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK TAMAN SISWA PLAYEN,DI YOGYAKARTA,GUNUNGKIDUL,PLAYEN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK TERUNA JAYA GUNUNGKIDUL,DI YOGYAKARTA,GUNUNGKIDUL,NGLIPAR,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK YAPPI WONOSARI,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,45.985.000,30.890.000,15.095.000,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK YPKK TEPUS,DI YOGYAKARTA,GUNUNGKIDUL,TEPUS,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BATUR JAYA 1 CEPER,JAWA TENGAH,KLATEN,CEPER,1.800.000,0,0,0,0,0,0,0,1.800.000,0,0,,,,
SMK SWASTA,SMK BATUR JAYA 2 CEPER,JAWA TENGAH,KLATEN,CEPER,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BERBUDI GANTIWARNO,JAWA TENGAH,KLATEN,GANTIWARNO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BHAKTI ANINDYA,JAWA TENGAH,KLATEN,KLATEN SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BINA PATRIA BANGSA,JAWA TENGAH,KLATEN,KLATEN SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK CITRA NUSANTARA,JAWA TENGAH,KLATEN,KLATEN UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KARYA TELADAN CAWAS,JAWA TENGAH,KLATEN,CAWAS,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KESEHATAN BHAKTI INSANI,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KESEHATAN RAHANI HUSADA,JAWA TENGAH,KLATEN,JOGONALAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KRISTEN 2 KLATEN,JAWA TENGAH,KLATEN,KLATEN TENGAH,6.937.500,0,0,0,0,0,0,0,6.937.500,0,0,,,,
SMK SWASTA,SMK KRISTEN 2 KLATEN,JAWA TENGAH,KLATEN,KLATEN UTARA,6.937.500,0,0,0,0,0,0,0,6.937.500,0,0,,,,
SMK SWASTA,SMK KRISTEN 4 KLATEN,JAWA TENGAH,KLATEN,KLATEN TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KRISTEN 5 KLATEN,JAWA TENGAH,KLATEN,KLATEN SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KRISTEN PEDAN,JAWA TENGAH,KLATEN,PEDAN,371.890.000,360.665.000,9.175.000,0,2.050.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK LEONARDO KLATEN,JAWA TENGAH,KLATEN,KLATEN UTARA,126.177.400,4.100.000,18.850.000,21.555.000,0,1.100.000,6.135.000,0,74.437.400,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 CEPER,JAWA TENGAH,KLATEN,CEPER,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 JATINOM,JAWA TENGAH,KLATEN,JATINOM,17.370.000,0,17.370.000,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 KLATEN TENGAH,JAWA TENGAH,KLATEN,KLATEN TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 KLATEN UTARA,JAWA TENGAH,KLATEN,KLATEN UTARA,4.170.000,0,0,0,0,0,0,120.000,1.050.000,3.000.000,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 PRAMBANAN,JAWA TENGAH,KLATEN,PRAMBANAN,689.796.000,39.640.000,46.500.000,56.885.000,32.920.000,31.870.000,25.425.000,109.523.000,32.875.000,194.453.000,119.705.000,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 WEDI,JAWA TENGAH,KLATEN,JOGONALAN,1.935.000,0,1.935.000,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 2 JATINOM,JAWA TENGAH,KLATEN,JATINOM,207.636.980,20.175.000,6.600.000,0,0,4.110.000,0,16.608.930,71.141.700,53.293.100,35.708.250,,,,
SMK SWASTA,SMK MUHAMMADIYAH 2 KLATEN UTARA,JAWA TENGAH,KLATEN,KLATEN UTARA,6.800.000,0,0,0,0,0,0,6.800.000,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 2 WEDI,JAWA TENGAH,KLATEN,WEDI,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 3 KLATEN TENGAH,JAWA TENGAH,KLATEN,KLATEN TENGAH,91.775.000,0,0,0,52.875.000,38.900.000,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 3 KLATEN UTARA,JAWA TENGAH,KLATEN,KLATEN UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 4 KLATEN TENGAH,JAWA TENGAH,KLATEN,KLATEN TENGAH,22.792.000,0,0,0,0,14.700.000,0,8.092.000,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH CAWAS,JAWA TENGAH,KLATEN,CAWAS,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH DELANGGU,JAWA TENGAH,KLATEN,DELANGGU,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK NASIONAL KLATEN,JAWA TENGAH,KLATEN,KLATEN UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK PEMBANGUNAN DELANGGU,JAWA TENGAH,KLATEN,DELANGGU,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK PETRA KARANGDOWO,JAWA TENGAH,KLATEN,KARANGDOWO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK PETRUS KANISIUS KLATEN,JAWA TENGAH,KLATEN,KLATEN SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK PGRI KLATEN,JAWA TENGAH,KLATEN,KLATEN TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK PGRI PEDAN,JAWA TENGAH,KLATEN,PEDAN,26.660.000,2.250.000,0,0,24.410.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK SEMANGAT PAGI,JAWA TENGAH,KLATEN,KLATEN UTARA,16.705.000,0,0,9.400.000,7.305.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK SWADAYA KLATEN,JAWA TENGAH,KLATEN,KLATEN TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK TEKSTIL PEDAN,JAWA TENGAH,KLATEN,PEDAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK TUNAS CAWAS,JAWA TENGAH,KLATEN,CAWAS,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK TUNGGAL CIPTA MANISRENGGO,JAWA TENGAH,KLATEN,MANISRENGGO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK WASIS JOGONALAN,JAWA TENGAH,KLATEN,JOGONALAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK WIDYA KUSUMA PRAMBANAN,JAWA TENGAH,KLATEN,PRAMBANAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK YP DELANGGU,JAWA TENGAH,KLATEN,WONOSARI,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK 17 MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK 45 MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK ADIPURA MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BHAKTI KARYA 1 MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BHAKTI MEDIKA WIYATA KRISTEN,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK CITRA MEDIKA,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KESDAM IV/DIPONEGORO,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KRISTEN 1 MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KRISTEN 2 MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MAARIF KOTA MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,9.600.000,0,0,7.500.000,2.100.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK PIUS X MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK SATRIA MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK SATYA PERSADA,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK WIYASA MAGELANG,JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK YUDYA KARYA,JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BERBUDI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,19.542.000,7.530.000,3.465.000,0,0,0,0,8.547.000,0,0,0,26/10/2023,,,
SMK SWASTA,SMK BOPKRI 1 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,0,0,0,0,0,0,0,0,0,0,0,26/10/2023,,,
SMK SWASTA,SMK BOPKRI 2 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,MERGANGSAN,0,0,0,0,0,0,0,0,0,0,0,26/07/2023,,,
SMK SWASTA,SMK IBU PAWIYATAN TAMANSISWA,DI YOGYAKARTA,KOTA YOGYAKARTA,MERGANGSAN,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK INDONESIA YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,7.370.000,0,0,0,7.370.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK INSAN MULIA,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK ISLAM YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,MANTRIJERON,0,0,0,0,0,0,0,0,0,0,0,26/10/2023,,,
SMK SWASTA,SMK KESEHATAN CIPTA BHAKTI HUSADA YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KOPERASI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,0,0,0,0,0,0,0,0,0,0,0,26/10/2023,,,
SMK SWASTA,SMK MA'ARIF 1 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,TEGALREJO,800.000,0,0,0,0,0,0,0,0,800.000,0,09/05/2024,,,
SMK SWASTA,SMK MARSUDI LUHUR I YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,MERGANGSAN,45.605.000,16.680.000,28.500.000,325.000,0,0,0,0,100.000,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 2 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,DANUREJAN,42.917.000,1.930.000,1.580.000,0,200.000,0,0,39.207.000,0,0,0,07/01/2022,,,
SMK SWASTA,SMK MUHAMMADIYAH 3 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,277.682.500,99.190.000,56.240.000,41.795.000,37.320.000,22.280.000,15.920.000,4.412.500,0,0,525.000,,,,
SMK SWASTA,SMK MUHAMMADIYAH 4 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,MANTRIJERON,59.005.000,0,0,0,0,0,0,0,0,32.975.000,26.030.000,20/12/2024,VISIT,,
SMK SWASTA,SMK PANCA SAKTI,DI YOGYAKARTA,KOTA YOGYAKARTA,KRATON,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK PEMBANGUNAN,DI YOGYAKARTA,KOTA YOGYAKARTA,WIROBRAJAN,120.685.000,81.000.000,2.135.000,0,0,0,0,11.760.000,0,25.790.000,0,,,,
SMK SWASTA,SMK PERINDUSTRIAN YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,850.000,0,0,0,850.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK PERKEBUNAN MM 52,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,0,0,0,0,0,0,0,0,0,0,0,26/10/2023,,,
SMK SWASTA,SMK PIRI 1 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,136.812.500,2.510.000,20.900.000,24.470.000,16.185.000,0,6.370.000,2.524.000,9.963.500,17.720.000,36.170.000,,,,
SMK SWASTA,SMK PIRI 2 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,GONDOKUSUMAN,3.355.000,1.285.000,80.000,1.495.000,0,0,0,0,495.000,0,0,20/01/2022,,,
SMK SWASTA,SMK PIRI 3 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,MANTRIJERON,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK SMTI,DI YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK TAMANSISWA JETIS,DI YOGYAKARTA,KOTA YOGYAKARTA,JETIS,0,0,0,0,0,0,0,0,0,0,0,26/10/2023,,,
SMK SWASTA,SMK BOPKRI 1 SENTOLO,DI YOGYAKARTA,KULON PROGO,SENTOLO,0,0,0,0,0,0,0,0,0,0,0,16/12/2021,,,
SMK SWASTA,SMK BOPKRI SAMIGALUH,DI YOGYAKARTA,KULON PROGO,SAMIGALUH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK BOPKRI WATES,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK CIPTA INSAN MULIA,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK DARUL ULUM MUHAMMADIYAH GALUR,DI YOGYAKARTA,KULON PROGO,GALUR,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KESEHATAN CITRA SEMESTA INDONESIA,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK KUNCUP SAMIGALUH,DI YOGYAKARTA,KULON PROGO,SAMIGALUH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF 1 KALIBAWANG,DI YOGYAKARTA,KULON PROGO,KALIBAWANG,0,0,0,0,0,0,0,0,0,0,0,26/01/2022,,,
SMK SWASTA,SMK MA'ARIF 1 NANGGULAN,DI YOGYAKARTA,KULON PROGO,NANGGULAN,126.005.000,0,0,7.545.000,0,0,0,43.120.000,49.070.000,25.710.000,560.000,06/12/2021,,,
SMK SWASTA,SMK MA'ARIF 1 TEMON,DI YOGYAKARTA,KULON PROGO,TEMON,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF 1 WATES,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF 2 TEMON,DI YOGYAKARTA,KULON PROGO,TEMON,174.464.400,0,0,0,0,0,150.000.000,24.464.400,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF 2 WATES,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF 3 WATES,DI YOGYAKARTA,KULON PROGO,WATES,1.630.000,0,0,0,1.630.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MA'ARIF NURUL HAROMAIN SENTOLO,DI YOGYAKARTA,KULON PROGO,SENTOLO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 LENDAH,DI YOGYAKARTA,KULON PROGO,LENDAH,454.244.650,27.970.000,30.390.000,6.915.000,18.925.000,45.470.000,223.209.650,54.215.000,35.230.000,11.920.000,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 SENTOLO,DI YOGYAKARTA,KULON PROGO,SENTOLO,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 TEMON,DI YOGYAKARTA,KULON PROGO,TEMON,299.551.929,74.530.000,51.335.000,49.875.000,40.765.000,23.360.000,7.605.000,31.271.929,925.000,4.040.000,15.845.000,,,,
SMK SWASTA,SMK MUHAMMADIYAH 1 WATES,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 2 LENDAH,DI YOGYAKARTA,KULON PROGO,LENDAH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 2 WATES,DI YOGYAKARTA,KULON PROGO,WATES,286.820.000,166.880.000,75.290.000,0,44.650.000,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH 3 WATES,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH GALUR,DI YOGYAKARTA,KULON PROGO,GALUR,7.265.000,0,7.265.000,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK MUHAMMADIYAH KALIBAWANG,DI YOGYAKARTA,KULON PROGO,KALIBAWANG,22.150.000,0,0,0,0,0,19.250.000,2.900.000,0,0,0,,,,
SMK SWASTA,SMK PGRI 1 SENTOLO,DI YOGYAKARTA,KULON PROGO,SENTOLO,13.253.400,0,0,0,0,0,0,0,0,0,13.253.400,16/12/2021,,,
SMK SWASTA,SMK TAMAN SISWA NANGGULAN,DI YOGYAKARTA,KULON PROGO,NANGGULAN,0,0,0,0,0,0,0,0,0,0,0,06/12/2021,,,
SMK SWASTA,SMK VETERAN WATES,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK YPKK 1 KULON PROGO,DI YOGYAKARTA,KULON PROGO,WATES,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK YPKK 2 KULON PROGO,DI YOGYAKARTA,KULON PROGO,PENGASIH,0,0,0,0,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK ABDI NEGARA MUNTILAN,JAWA TENGAH,MAGELANG,MUNTILAN,555.000,0,0,555.000,0,0,0,0,0,0,0,,,,
SMK SWASTA,SMK AL HUSAIN SALAM,JAWA TENGAH,MAGELANG,SALAM,6.415.000,0,0,0,0,0,0,0,6.415.000,0,0,,,,
